Participant Number,Pre/Post/Intervention,Student/Counselor,Modality,Sampling Rate,Start Time,End Time,Duration,Gender,Extra Info,Mean,Median,Mode,Standard Deviation,Normalized Mean,Normalized Median,Normalized Mode,Normalized Standard Deviation
89,Pre,Student,Right,8,20:33:36,20:42:38,00:9:02,Male,,1.909,0.0,"[(0.0, 10698)]",3.463,0.193,0.0,"[(0.0, 10736)]",0.35
89,Post,Counselor,Left,8,19:38:26,19:48:45,00:10:19,Male,Stephen,0.604,0.572,"[(0.539, 150)]",0.113,0.579,0.548,"[(0.517, 150)]",0.108
89,Post,Counselor,Right,8,19:38:26,19:48:45,00:10:19,Male,Stephen,0.223,0.228,"[(0.0, 49)]",0.147,0.448,0.458,"[(0.0, 49)]",0.296
89,Post,Student,Left,,,,,,,,,,,,,,
89,Post,Student,Right,,,,,,,,,,,,,,
89,Intervention,Student,Left,4,08:22:41,08:44:03,00:21:22,,,3.68,3.876,"[(4.493, 80)]",1.075,0.649,0.684,"[(0.793, 80)]",0.19
89,Intervention,Student,Right,8,08:22:41,08:44:03,00:21:22,,,2.375,2.54,"[(2.625, 162)]",0.688,0.591,0.632,"[(0.653, 162)]",0.171
90,Pre,Counselor,Left,8,21:04:24,21:12:12,00:07:48,Male,,0.204,0.176,"[(0.171, 148)]",0.108,0.506,0.436,"[(0.423, 148)]",0.268
90,Pre,Counselor,Right,8,21:04:24,21:12:12,00:07:48,Male,,0.321,0.285,"[(0.0, 65)]",0.201,0.425,0.377,"[(0.0, 65)]",0.267
90,Pre,Student,Left,4,21:04:24,21:12:12,00:07:48,Male,,0.085,0.097,"[(0.114, 170)]",0.058,0.37,0.42,"[(0.494, 170)]",0.25
90,Pre,Student,Right,8,21:04:24,21:12:12,00:07:48,Male,,0.275,0.213,"[(0.0, 622)]",0.275,0.251,0.194,"[(0.0, 622)]",0.251
90,Post,Counselor,Left,8,19:13:25,19:21:00,00:07:35,Male,Prabhav,1.477,1.413,"[(1.259, 60)]",0.339,0.615,0.589,"[(0.525, 64)]",0.141
90,Post,Counselor,Right,8,19:13:25,19:21:00,00:07:35,Male,Prabhav,0.407,0.326,"[(0.326, 82)]",0.401,0.233,0.186,"[(0.186, 82)]",0.229
90,Post,Student,Left,4,19:13:25,19:21:00,00:07:35,Male,Prabhav,0.425,0.457,"[(0.002, 19)]",0.431,0.278,0.299,"[(0.001, 19)]",0.282
90,Post,Student,Right,8,19:13:25,19:21:00,00:07:35,Male,Prabhav,0.397,0.434,"[(0.0, 151)]",0.135,0.631,0.69,"[(0.0, 151)]",0.215
90,Intervention,Student,Left,4,15:01:20,15:34:17,00:32:57,,,0.722,0.595,"[(0.545, 190)]",0.284,0.46,0.379,"[(0.347, 190)]",0.181
90,Intervention,Student,Right,8,15:01:20,15:34:17,00:32:57,,,1.325,1.25,"[(1.115, 177)]",0.331,0.551,0.519,"[(0.463, 177)]",0.137
91,Pre,Counselor,Left,8,21:38:10,21:51:04,00:12:54,Male,,0.45,0.4,"[(0.376, 157)]",0.233,0.422,0.375,"[(0.352, 157)]",0.218
91,Pre,Counselor,Right,8,21:38:10,21:51:04,00:12:54,Male,,0.811,0.881,"[(0.0, 48)]",0.323,0.622,0.675,"[(0.0, 48)]",0.248
91,Pre,Student,Left,4,21:38:10,21:51:04,00:12:54,Male,,0.645,0.552,"[(0.002, 39)]",0.539,0.36,0.308,"[(0.001, 39)]",0.301
91,Pre,Student,Right,8,21:38:10,21:51:04,00:12:54,Male,,0.339,0.383,"[(0.0, 276)]",0.383,0.183,0.206,"[(0.0, 276)]",0.206
91,Post,Counselor,Left,8,19:24:28,19:35:25,00:10:57,Male,Charles,0.977,0.833,"[(0.817, 156)]",0.397,0.442,0.377,"[(0.369, 156)]",0.18
91,Post,Counselor,Right,8,19:24:28,19:35:25,00:10:57,Male,Charles,0.501,0.455,"[(0.0, 44)]",0.339,0.443,0.402,"[(0.0, 44)]",0.3
91,Post,Student,Left,4,19:24:28,19:35:25,00:10:57,Male,Charles,0.161,0.174,"[(0.22, 185)]",0.053,0.714,0.773,"[(0.978, 185)]",0.238
91,Post,Student,Right,8,19:24:28,19:35:25,00:10:57,Male,Charles,0.022,0.0,"[(0.0, 208)]",0.059,0.1,0.0,"[(0.0, 208)]",0.269
91,Intervention,Student,Left,4,17:51:07,18:01:27,00:10:20,,,0.106,0.107,"[(0.107, 201)]",0.026,0.834,0.843,"[(0.843, 201)]",0.206
91,Intervention,Student,Right,8,17:51:07,18:01:27,00:10:20,,,0.163,0.176,"[(0.0, 277)]",0.064,0.339,0.365,"[(0.0, 277)]",0.133
